// Start Time: Unknown
// Update Rate: 100.0Hz
// Filter Profile: human (34.3)
// Firmware Version: 2.1.4
PacketCounter	SampleTimeFine	Year	Month	Day	Second	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	
39991	    0	NaN	NaN	NaN	NaN	11.020700	1.795390	-2.486246	1.163529	-0.391213	2.827566	0.109985	0.019653	-0.024536	0.999881	0.005817	-0.001956	0.014137	
39992	    0	NaN	NaN	NaN	NaN	12.248721	1.671864	-2.821038	1.256235	-0.556398	2.935729	0.122300	0.018690	-0.027757	0.999868	0.006281	-0.002782	0.014678	
39993	    0	NaN	NaN	NaN	NaN	12.935880	1.474599	-2.732475	1.489332	-0.728453	3.032835	0.129211	0.016907	-0.026733	0.999850	0.007446	-0.003642	0.015163	
39994	    0	NaN	NaN	NaN	NaN	12.925445	2.119368	-2.591483	1.749520	-0.918250	3.137959	0.129015	0.023441	-0.025124	0.999827	0.008747	-0.004591	0.015689	
39995	    0	NaN	NaN	NaN	NaN	12.537414	2.271462	-2.675404	1.968705	-1.113965	3.278568	0.125122	0.025024	-0.025818	0.999802	0.009843	-0.005569	0.016392	
39996	    0	NaN	NaN	NaN	NaN	12.367513	1.742731	-2.569699	2.149937	-1.286796	3.472975	0.123506	0.019842	-0.024697	0.999770	0.010749	-0.006433	0.017364	
39997	    0	NaN	NaN	NaN	NaN	12.327901	1.698333	-2.385925	2.256202	-1.433493	3.614349	0.123108	0.019470	-0.022766	0.999747	0.011280	-0.007167	0.018070	
39998	    0	NaN	NaN	NaN	NaN	13.131034	2.366684	-2.544733	2.198413	-1.575037	3.719658	0.131030	0.026376	-0.024135	0.999735	0.010991	-0.007874	0.018597	
39999	    0	NaN	NaN	NaN	NaN	14.031547	2.541980	-2.781887	2.086256	-1.664122	3.827251	0.140015	0.028381	-0.026367	0.999727	0.010430	-0.008320	0.019135	
40000	    0	NaN	NaN	NaN	NaN	14.137807	2.309862	-2.635705	1.979628	-1.681482	3.902030	0.141102	0.026105	-0.024921	0.999725	0.009897	-0.008407	0.019508	
